"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"svchost","0","133","2203390169088","8564736","5169152","22400","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.328125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5996","Microsoft.Win32.SafeHandles.SafeProcessHandle","133","1212",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22400","22400","5169152","5169152","57544","57544","5316608","5316608","9428992","9428992","74567680","2203392790528","True","Normal","5169152","5169152","00:00:00.1875000","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3281250","00:00:00.1406250","71946240","2203390169088","False",,,,"8564736","8564736",,
"svchost","0","117","2203388870656","4780032","1425408","8288","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.015625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2832","Microsoft.Win32.SafeHandles.SafeProcessHandle","117","1304",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8288","8288","1425408","1425408","63056","63056","1642496","1642496","6402048","6402048","73793536","2203392016384","True","Normal","1425408","1425408","00:00:00.0156250","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","70647808","2203388870656","False",,,,"4780032","4780032",,
"svchost","0","164","2203394654208","5132288","1511424","7200","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2720","Microsoft.Win32.SafeHandles.SafeProcessHandle","164","1308",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7200","7200","1511424","1511424","59680","59680","1568768","1568768","6234112","6234112","79577088","2203397799936","True","Normal","1511424","1511424","00:00:00.0312500","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00.0937500","76431360","2203394654208","False",,,,"5132288","5132288",,
"svchost","0","312","2203409268736","7692288","3641344","16152","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.453125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5520","Microsoft.Win32.SafeHandles.SafeProcessHandle","312","1352",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16152","16152","3641344","3641344","90064","90064","3710976","3710976","9691136","9691136","92196864","2203410419712","True","Normal","3641344","3641344","00:00:00.3281250","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4531250","00:00:00.1250000","91045888","2203409268736","False",,,,"7692288","7692288",,
"svchost","0","398","2203422666752","12701696","6217728","17312","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","1.453125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"1544","Microsoft.Win32.SafeHandles.SafeProcessHandle","398","1392",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17312","17312","6217728","6217728","267808","267808","7168000","7168000","16498688","16498688","123600896","2203441823744","True","Normal","6217728","6217728","00:00:00.9218750","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.4531250","00:00:00.5312500","104443904","2203422666752","False",,,,"12701696","12701696",,
"svchost","0","216","2203397570560","7065600","2154496","12176","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.015625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2956","Microsoft.Win32.SafeHandles.SafeProcessHandle","216","1404",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12176","12176","2154496","2154496","90144","90144","2453504","2453504","10338304","10338304","83542016","2203401764864","True","Normal","2154496","2154496","00:00:00.0156250","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","79347712","2203397570560","False",,,,"7065600","7065600",,
"svchost","0","332","2203401818112","7401472","2138112","9376","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.203125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3484","Microsoft.Win32.SafeHandles.SafeProcessHandle","332","1448",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9376","9376","2138112","2138112","121800","121800","2486272","2486272","12681216","12681216","86740992","2203404963840","True","Normal","2138112","2138112","00:00:00.0781250","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2031250","00:00:00.1250000","83595264","2203401818112","False",,,,"7401472","7401472",,
"svchost","0","219","2203397423104","5648384","1986560","14760","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.0625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3080","Microsoft.Win32.SafeHandles.SafeProcessHandle","219","1484",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14760","14760","1986560","1986560","78248","78248","2342912","2342912","7888896","7888896","84967424","2203403190272","True","Normal","1986560","1986560","00:00:00.0156250","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:53:59 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0468750","79200256","2203397423104","False",,,,"5648384","5648384",,
"svchost","0","213","2203391574016","5836800","2158592","9944","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.21875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2700","Microsoft.Win32.SafeHandles.SafeProcessHandle","213","1500",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9944","9944","2158592","2158592","71200","71200","2486272","2486272","7753728","7753728","77545472","2203395768320","True","Normal","2158592","2158592","00:00:00.0781250","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2187500","00:00:00.1406250","73351168","2203391574016","False",,,,"5836800","5836800",,
"svchost","0","404","2203427921920","16113664","14086144","13672","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","1.796875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5956","Microsoft.Win32.SafeHandles.SafeProcessHandle","404","1520",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13672","13672","14086144","14086144","85776","85776","20770816","20770816","23392256","23392256","117628928","2203435851776","True","Normal","14086144","14086144","00:00:01.0937500","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.7968750","00:00:00.7031250","109699072","2203427921920","False",,,,"16113664","16113664",,
"svchost","0","245","2203431612416","8314880","3313664","13456","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.171875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2608","Microsoft.Win32.SafeHandles.SafeProcessHandle","245","1584",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13456","13456","3313664","3313664","158824","158824","4063232","4063232","14225408","14225408","120205312","2203438428160","True","Normal","3313664","3313664","00:00:00.1093750","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1718750","00:00:00.0625000","113389568","2203431612416","False",,,,"8314880","8314880",,
"svchost","0","123","2203395514368","7516160","1642496","8424",,,,,,,,"Process","8",,"True",,,,"123","1600",".","0","",,,,,"8424","8424","1642496","1642496","76272","76272","1859584","1859584","7581696","7581696","79912960","2203398135808",,,"1642496","1642496",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"77291520","2203395514368","False",,,,"7516160","7516160",,
"svchost","0","121","2203387678720","5251072","1400832","8016","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.015625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4472","Microsoft.Win32.SafeHandles.SafeProcessHandle","121","1700",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8016","8016","1400832","1400832","64648","64648","1781760","1781760","7602176","7602176","75747328","2203393970176","True","Normal","1400832","1400832","00:00:00.0156250","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","69455872","2203387678720","False",,,,"5251072","5251072",,
"svchost","0","249","2203396059136","8032256","2486272","9920","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.515625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3392","Microsoft.Win32.SafeHandles.SafeProcessHandle","249","1732",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9920","9920","2486272","2486272","86408","86408","2990080","2990080","10166272","10166272","86233088","2203404455936","True","Normal","2486272","2486272","00:00:00.3125000","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5156250","00:00:00.2031250","77836288","2203396059136","False",,,,"8032256","8032256",,
"svchost","0","171","2203398041600","5488640","1568768","9128","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.046875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4784","Microsoft.Win32.SafeHandles.SafeProcessHandle","171","1760",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9128","9128","1568768","1568768","83560","83560","1748992","1748992","7655424","7655424","82595840","2203400818688","True","Normal","1568768","1568768","00:00:00.0312500","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0156250","79818752","2203398041600","False",,,,"5488640","5488640",,
"svchost","0","227","2203401101312","5672960","2392064","11552","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.03125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5132","Microsoft.Win32.SafeHandles.SafeProcessHandle","227","1796",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11552","11552","2392064","2392064","81296","81296","2609152","2609152","7933952","7933952","86024192","2203404247040","True","Normal","2392064","2392064","00:00:00.0312500","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00","82878464","2203401101312","False",,,,"5672960","5672960",,
"svchost","0","400","2203431809024","18780160","13127680","32312","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","1.9375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2988","Microsoft.Win32.SafeHandles.SafeProcessHandle","400","1844",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","32312","32312","13127680","13127680","114440","114440","17698816","17698816","27541504","27541504","121221120","2203439443968","True","Normal","13127680","13127680","00:00:01.0468750","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.9375000","00:00:00.8906250","113586176","2203431809024","False",,,,"18780160","18780160",,
"svchost","0","397","2203421564928","9953280","4538368","14360","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.21875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3228","Microsoft.Win32.SafeHandles.SafeProcessHandle","397","1852",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14360","14360","4538368","4538368","105816","105816","5369856","5369856","12976128","12976128","115908608","2203434131456","True","Normal","4538368","4538368","00:00:00.1718750","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2187500","00:00:00.0468750","103342080","2203421564928","False",,,,"9953280","9953280",,
"svchost","0","121","2203388874752","4919296","1437696","8424","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.09375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4284","Microsoft.Win32.SafeHandles.SafeProcessHandle","121","1888",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8424","8424","1437696","1437696","62728","62728","1662976","1662976","6483968","6483968","72224768","2203390447616","True","Normal","1437696","1437696","00:00:00.0468750","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0468750","70651904","2203388874752","False",,,,"4919296","4919296",,
"svchost","0","188","2203397730304","5349376","1581056","8896","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3592","Microsoft.Win32.SafeHandles.SafeProcessHandle","188","1920",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8896","8896","1581056","1581056","81464","81464","1744896","1744896","7036928","7036928","82128896","2203400351744","True","Normal","1581056","1581056","00:00:00","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","00:00:00","79507456","2203397730304","False",,,,"5349376","5349376",,
"svchost","0","224","2203416489984","11059200","2371584","13048","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.140625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6104","Microsoft.Win32.SafeHandles.SafeProcessHandle","224","1952",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13048","13048","2371584","2371584","123384","123384","2641920","2641920","12939264","12939264","102985728","2203421208576","True","Normal","2371584","2371584","00:00:00.1093750","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:12 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","00:00:00.0312500","98267136","2203416489984","False",,,,"11059200","11059200",,
"svchost","0","220","2203407577088","7049216","3960832","11360","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.046875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2924","Microsoft.Win32.SafeHandles.SafeProcessHandle","220","1976",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11360","11360","3960832","3960832","92040","92040","4648960","4648960","9555968","9555968","259502080","2203577724928","True","Normal","3960832","3960832","00:00:00.0312500","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:56:45 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0156250","89354240","2203407577088","False",,,,"7049216","7049216",,
"svchost","0","129","2203388878848","4870144","1462272","8680","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.03125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5004","Microsoft.Win32.SafeHandles.SafeProcessHandle","129","2016",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8680","8680","1462272","1462272","63488","63488","1679360","1679360","6545408","6545408","73801728","2203392024576","True","Normal","1462272","1462272","00:00:00","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00.0312500","70656000","2203388878848","False",,,,"4870144","4870144",,
"svchost","0","159","2203399663616","7237632","2293760","11280","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","1.671875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3776","Microsoft.Win32.SafeHandles.SafeProcessHandle","159","2020",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11280","11280","2293760","2293760","79656","79656","2351104","2351104","8994816","8994816","84062208","2203402285056","True","Normal","2293760","2293760","00:00:00.5000000","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.6718750","00:00:01.1718750","81440768","2203399663616","False",,,,"7237632","7237632",,
"svchost","0","131","2203388448768","5386240","1552384","8424","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.03125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5652","Microsoft.Win32.SafeHandles.SafeProcessHandle","131","2100",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8424","8424","1552384","1552384","62808","62808","1875968","1875968","7274496","7274496","74420224","2203392643072","True","Normal","1552384","1552384","00:00:00","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00.0312500","70225920","2203388448768","False",,,,"5386240","5386240",,
"svchost","0","204","2203478335488","7294976","6475776","15088","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.03125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3112","Microsoft.Win32.SafeHandles.SafeProcessHandle","204","2216",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15088","15088","6475776","6475776","93648","93648","6975488","6975488","11108352","11108352","166690816","2203484913664","True","Normal","6475776","6475776","00:00:00.0156250","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:09:28 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00.0156250","160112640","2203478335488","False",,,,"7294976","7294976",,
"svchost","0","355","2203398864896","6950912","2322432","12312","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.109375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5484","Microsoft.Win32.SafeHandles.SafeProcessHandle","355","2272",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12312","12312","2322432","2322432","98536","98536","3350528","3350528","10203136","10203136","91127808","2203409350656","True","Normal","2322432","2322432","00:00:00.0468750","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:12 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1093750","00:00:00.0625000","80642048","2203398864896","False",,,,"6950912","6950912",,
"svchost","0","126","2203386335232","5304320","1695744","8544","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.28125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3064","Microsoft.Win32.SafeHandles.SafeProcessHandle","126","2280",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8544","8544","1695744","1695744","62888","62888","1921024","1921024","6701056","6701056","70733824","2203388956672","True","Normal","1695744","1695744","00:00:00.1718750","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:12 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2812500","00:00:00.1093750","68112384","2203386335232","False",,,,"5304320","5304320",,
"svchost","0","394","2203396460544","7979008","2920448","11736","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","2.09375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3760","Microsoft.Win32.SafeHandles.SafeProcessHandle","394","2308",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11736","11736","2920448","2920448","91240","91240","3448832","3448832","9658368","9658368","88207360","2203406430208","True","Normal","2920448","2920448","00:00:01.0781250","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.0937500","00:00:01.0156250","78237696","2203396460544","False",,,,"7979008","7979008",,
"svchost","0","278","2203434012672","16719872","3600384","13248","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.8125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4728","Microsoft.Win32.SafeHandles.SafeProcessHandle","278","2316",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13248","13248","3600384","3600384","159144","159144","4403200","4403200","22646784","22646784","136921088","2203455143936","True","Normal","3600384","3600384","00:00:00.2812500","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:59:01 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.8125000","00:00:00.5312500","115789824","2203434012672","False",,,,"16719872","16719872",,
"svchost","0","208","2203400433664","7102464","2146304","11496","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.09375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3216","Microsoft.Win32.SafeHandles.SafeProcessHandle","208","2376",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11496","11496","2146304","2146304","90296","90296","2461696","2461696","9396224","9396224","87457792","2203405680640","True","Normal","2146304","2146304","00:00:00.0312500","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0625000","82210816","2203400433664","False",,,,"7102464","7102464",,
"svchost","0","174","2203394805760","6696960","1945600","9024","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.046875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2728","Microsoft.Win32.SafeHandles.SafeProcessHandle","174","2416",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9024","9024","1945600","1945600","73448","73448","2285568","2285568","8069120","8069120","82350080","2203400572928","True","Normal","1945600","1945600","00:00:00.0468750","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00","76582912","2203394805760","False",,,,"6696960","6696960",,
"svchost","0","244","2207792754688","63012864","63709184","14608","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","41.6875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4872","Microsoft.Win32.SafeHandles.SafeProcessHandle","244","2424",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14608","14608","63709184","63709184","115696","115696","92925952","92925952","97943552","97943552","189812736","2207803002880","True","Normal","63709184","63709184","00:00:12.3593750","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:41.6875000","00:00:29.3281250","179564544","2207792754688","False",,,,"63012864","63012864",,
